text,group,sentiment
"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible .",movies,neutral
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,movies,positive
"the plot has a number of holes , and at times it 's simply baffling .",movies,negative
most folks with a real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant .,movies,neutral
"the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine .",movies,negative
amazingly lame .,movies,negative
not even felinni would know what to make of this italian freakshow .,movies,negative
"but when it does , you 're entirely unprepared .",movies,neutral
"garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you 'll want things to work out .",movies,positive
-- but certainly hard to hate .,movies,positive
"finely crafted , finely written , exquisitely performed",movies,positive
earnest but heavy-handed .,movies,neutral
parker can not sustain the buoyant energy level of the film 's city beginnings into its country conclusion ',movies,negative
ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,movies,neutral
"the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .",movies,positive
"bacon keeps things interesting , but do n't go out of your way to pay full price .",movies,neutral
a cockeyed shot all the way .,movies,negative
clare peploe 's airless movie adaptation could use a little american pie-like irreverence .,movies,negative
"a woefully dull , redundant concept that bears more than a whiff of exploitation , despite iwai 's vaunted empathy .",movies,negative
a cutesy romantic tale with a twist .,movies,positive
about one in three gags in white 's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook .,movies,negative
"it plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting .",movies,negative
give credit to everyone from robinson down to the key grip that this bold move works .,movies,positive
"enough said , except : film overboard !",movies,negative
a suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .,movies,positive
"while we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for blade ii .",movies,positive
a collage of clichés and a dim echo of allusions to other films .,movies,negative
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why did n't hollywood think of this sooner ?,movies,positive
"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about .",movies,negative
"the screenplay by james eric , james horton and director peter o'fallon ... is so pat it makes your teeth hurt .",movies,negative
i 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,movies,negative
