"text","sentiment","group"
"tweets Are you wearing your #1025sendmebackstage shirt at Zac Brown Band today?! Tweet us your seats &amp; we just may upgrade you! #1025FenwayWeekend","neutral","tweets"
"tweets Navi rabbit in for spay on Tues and she\u2019s just had a phantom pregnancy. What timing. This means day of BunWatch and Raspberry Pi. No City :(","negative","tweets"
"restaurants I love the art on wall, lighting of the place and the concept of it. Our waiter Joshua was awesome. Fot our drinks and food on time, very quick. :)\n\nfriend first time here, he got the chicken teriyaki, he wasn't sure about the sauce to it,  but he thought the chicken was excellent. He also got the dragon roll which he enjoyed, not so much on the California roll. He said it was bland and dry.\n\nI had the vegetarian udon, I liked it... but the sauce was too sweet and there was too much of it on my plate. My non vegetarian las vegas roll was really good.\n\nThe last fifteen minutes of our dinner date, the music got really loud and it was hard to have a conversation.  Lolz.","neutral","restaurants"
"tweets @user Ha! I also have it on good authority that Chuck Norris loved your sessions. See you in November my friend!","neutral","tweets"
"movies my big fat greek wedding is not only the best date movie of the year , it 's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .","positive","movies"
"tweets ""RT @user So Tomorrow Morning, wherever you are, think of us here in Wisconsin as we fight once again to restore Democracy to ...""","neutral","tweets"
"restaurants Tonight was the third strike for this place and they failed again.  Every time my fiance and I went to this restaurant in the past we were seated in the bar area, I am assuming it is because we are in our late twenties.  The service in the bar area is terrible and the tables are about half the size of the ones in the dining room.  We had a friend over and thought we would give them one last chance.  After waiting for a table for over half an hour they called a party of older people up who had arrived after us and our party at the same time.  The older party was walked to the dining room and we were walked to the bar.  We sat for a moment and then decided to leave.  I am not going to pay their prices to eat in a bar again.  The food is good but three times in a row shows how they treat younger people.","negative","restaurants"
"tweets #BREAKING @user confirms Ireland will be closed Monday* as Paul Dunne aims to enrage the Crown with @user win.  *PUBS WILL BE OPEN","neutral","tweets"
"restaurants What a genius idea to have a happy hour for dogs. I'm only reviewing it's facility from a spectator's point of view, and the YAPPY HOUR.\n\nYAPPY HOUR:\nIt's really happy hour for dogs, but it makes me pretty happy too. $10 entry, and you get a free doggy treat for your k9 friend, and a free drink ticket for yourself. It's a great time. It's like witnessing a reality show of a Vegas party through a doggy's point of view. Thankfully they don't discriminate against non dog owners for \""Yappy Hour\"" since I am not a dog owner and just wanted to hang out with my dog owner friends. They had a fun DJ with a really good set list (\""Who Let the Dogs Out\"" not included), bounces who keep your crazy k9 in check, and a really nice set up for these dogs to roam and go wild. I loved it! Seeing a beautiful variety of doggy mixes and breeds really had me sold on find me a k9 friend (or stealing someone else's...kidding). End of the event you'll find doggies doing exactly what we do when we get hammered. They're fighting, pulling pranks, sneaking away from bouncers, attempting one night standers.\n\nATMOSPHERE:\nBased on the Yappy Hour I assume they're dog friendly. They have a fun set up with a fireplace outside, a decent green yard, a swimming pool, a very small, but hip atmosphere in the lobby. The rooms have a motel type layout (like 2 or 3 floors with balconies). It's a small hotel which looks like a good 100+ rooms, and off the strip. So if you're looking for a small, simple, quiet place this might be good. Makes it convenient to be close to the strip, but also enough to be away from the madness.","positive","restaurants"
"restaurants I don't specifically remember much about the Bellagio because I walked through a lot of the hotels during the day. What I do remember is that the decorations there are really nice. I'm talking about the glass art ceiling they have. They look like glass jellyfish, but are actually hand-blown glass flowers. There are a always quite  a bit of people in the room taking pictures of the ceiling. If you walk forward, there is another nicely decorated themed room. I went to Vegas after the Lunar New Year, so they had a lot of New year decorations, year of the rabbit decorations up, which were really nice. \n\nThere is also the water show in the front of the hotel, which is probably best seen at night. I didn't watch it this trip, more like drove by it while passing through the strip. \n\nOverall, pretty nice hotel.","positive","restaurants"
